participant;sound;duration;Td;K6;Rd;A2;V2
ND071;CEsG;2300;2300;PQ;2128;SYS;DI
KK047;CEsG;2300;2300;PQ;2126;SYS;DI
KP104;CEsG;2300;2300;PQ;2796;SYS;DI
MG082;CEsG;2300;2300;PQ;2497;SYS;DI
AJ085;CEsG;2300;2300;PQ;3726;SYS;DI
KP104;CEsG;2300;2300;PQ;2495;SYS;DI
PP102;CEsG;2300;2300;PQ;2335;SYS;DI
AB123;CEsG;2300;2300;PQ;6048;SYS;DI
PW112;CEsG;2300;2300;PQ;4360;SYS;DI
EK086;CEsG;2300;2300;PQ;2438;SYS;DI
MM058;CEsG;2300;2300;PQ;2248;SYS;DI
OB120;CEsG;2300;2300;PQ;2615;SYS;DI
GN042;CEsG;2300;2300;PQ;3322;SYS;DI
MM110;CEsG;2300;2300;PQ;2499;SYS;DI
WS113;CEsG;2300;2300;PQ;3139;SYS;DI
PM106;CEsG;2300;2300;PQ;2891;SYS;DI
AG126;CEsG;2300;2300;PQ;1857;SYS;DI
KK105;CEsG;2800;2800;PQ;3088;SYS;DI
AS099;CEsG;2800;2800;PQ;5104;SYS;DI
ED100;CEsG;2800;2800;PQ;2601;SYS;DI
BG073;CEsG;2800;2800;PQ;3407;SYS;DI
OB120;CEsG;2800;2800;PQ;2496;SYS;DI
MZ078;CEsG;2800;2800;PQ;1025;SYS;DI
AW075;CEsG;2800;2800;PQ;2240;SYS;DI
KK105;CEsG;2800;2800;PQ;2993;SYS;DI
KP074;CEsG;2800;2800;PQ;2430;SYS;DI
SM118;CEsG;2800;2800;PQ;3331;SYS;DI
TR072;CEsG;2800;2800;PQ;2794;SYS;DI
DK117;CEsG;2800;2800;PQ;3265;SYS;DI
PP102;CEsG;2800;2800;PQ;2799;SYS;DI
MF088;CEsG;2800;2800;PQ;4546;SYS;DI
KM066;CEsG;2800;2800;PQ;3265;SYS;DI
SM118;CEsG;2800;2800;PQ;2133;SYS;DI
DDR103;CEsG;2800;2800;PQ;3142;SYS;DI
ED100;CEsG;2800;2800;PQ;2398;SYS;DI
PP102;CEsG;2800;2800;PQ;2900;SYS;DI
MM110;CEsG;2800;2800;PQ;3410;SYS;DI
AB121;CEsG;2800;2800;PQ;3403;SYS;DI
MM096;CEsG;2800;2800;PQ;3541;SYS;DI
ZP079;CEsG;2800;2800;PQ;2340;SYS;DI
PP102;CEsG;2800;2800;PQ;2433;SYS;DI
AK070;CEsG;2800;2800;PQ;2701;SYS;DI
KP074;CEsG;2800;2800;PQ;2898;SYS;DI
AP089;CEsG;2800;2800;PQ;3716;SYS;DI
DJ083;CEsG;2800;2800;PQ;2138;SYS;DI
EK086;CEsG;2800;2800;PQ;3404;SYS;DI
MD087;CEsG;2800;2800;PQ;2892;SYS;DI
ND071;CEsG;2800;2800;PQ;3337;SYS;DI
SM045;CEsG;2800;2800;PQ;3079;SYS;DI
SM118;CEsG;2800;2800;PQ;2793;SYS;DI
MM110;CEsG;2800;2800;PQ;3333;SYS;DI
PW112;CEsG;2800;2800;PQ;4008;SYS;DI
AS099;CEsG;2800;2800;PQ;2695;SYS;DI
MM058;CEsG;2800;2800;PQ;2791;SYS;DI
PC077;CEsG;2800;2800;PQ;3139;SYS;DI
IK053;CEsG;2800;2800;PQ;2612;SYS;DI
MF088;CEsG;2800;2800;PQ;4384;SYS;DI
RP125;CEsG;2800;2800;PQ;2127;SYS;DI
AG126;CEsG;2800;2800;PQ;2500;SYS;DI
IP124;CEsG;2800;2800;PQ;2487;SYS;DI
MG097;CEsG;2800;2800;PQ;3088;SYS;DI
AB107;CEsG;2800;2800;PQ;2994;SYS;DI
MF088;CEsG;2800;2800;PQ;4832;SYS;DI
MG097;CEsG;2800;2800;PQ;2998;SYS;DI
AK070;CEsG;2800;2800;PQ;2133;SYS;DI
PC077;CEsG;2800;2800;PQ;2892;SYS;DI
PW112;CEsG;2800;2800;PQ;4936;SYS;DI
AB107;CEsG;2800;2800;PQ;2703;SYS;DI
AC116;CEsG;2800;2800;PQ;2984;SYS;DI
AG111;CEsG;2800;2800;PQ;2695;SYS;DI
AB107;CEsG;2800;2800;PQ;4078;SYS;DI
AC108;CEsG;2800;2800;PQ;2615;SYS;DI
DO084;CEsG;2800;2800;PQ;2141;SYS;DI
PC077;CEsG;2800;2800;PQ;3086;SYS;DI
TK090;CEsG;2800;2800;PQ;3277;SYS;DI
AB121;CEsG;2800;2800;PQ;3263;SYS;DI
AS093;CEsG;2800;2800;PQ;3269;SYS;DI
GN042;CEsG;2800;2800;PQ;5555;SYS;DI
KS119;CEsG;2800;2800;PQ;2425;SYS;DI
AG122;CEsG;2800;2800;PQ;3076;SYS;DI
PM106;CEsG;2800;2800;PQ;3081;SYS;DI
PM106;CEsG;2800;2800;PQ;3414;SYS;DI
ED100;CEsG;2800;2800;PQ;3248;SYS;DI
KK047;CEsG;2800;2800;PQ;2611;SYS;DI
KK105;CEsG;2800;2800;PQ;3328;SYS;DI
MZ078;CEsG;2800;2800;PQ;2289;SYS;DI
AC108;CEsG;2800;2800;PQ;3076;SYS;DI
KK047;CEsG;2800;2800;PQ;2889;SYS;DI
MM110;CEsG;2800;2800;PQ;3333;SYS;DI
KS119;CEsG;2800;2800;PQ;2424;SYS;DI
PW112;CEsG;2800;2800;PQ;3718;SYS;DI
NM095;CEsG;2800;2800;PQ;2499;SYS;DI
SM045;CEsG;2800;2800;PQ;3390;SYS;DI
KK098;CEsG;2800;2800;PQ;2984;SYS;DI
MJ077;CEsG;2800;2800;PQ;3080;SYS;DI
MM110;CEsG;2800;2800;PQ;5009;SYS;DI
AP089;CEsG;2800;2800;PQ;2500;SYS;DI
DK117;CEsG;2800;2800;PQ;2896;SYS;DI
AW075;CEsG;2800;2800;PQ;1961;SYS;DI
IK053;CEsG;2800;2800;PQ;2140;SYS;DI
MK081;CEsG;2800;2800;PQ;2432;SYS;DI
ND071;CEsG;2800;2800;PQ;3411;SYS;DI
PP102;CEsG;2800;2800;PQ;1859;SYS;DI
ND071;CEsG;2800;2800;PQ;3330;SYS;DI
AB121;CEsG;2800;2800;PQ;2243;SYS;DI
MJ077;CEsG;2800;2800;PQ;3408;SYS;DI
AK070;CEsG;2800;2800;PQ;2685;SYS;DI
EK086;CEsG;2800;2800;PQ;2896;SYS;DI
IP124;CEsG;2800;2800;PQ;2606;SYS;DI
AG126;CEsG;2800;2800;PQ;2500;SYS;DI
MJ077;CEsG;2800;2800;PQ;3082;SYS;DI
KK098;CEGis;1300;1300;QR;1687;SYS;DI
MM110;CEGis;1300;1300;QR;1678;SYS;DI
KP101;CEGis;1300;1300;QR;2243;SYS;DI
MM058;CEGis;1300;1300;QR;1954;SYS;DI
MJ077;CEGis;1300;1300;QR;1275;SYS;DI
AC108;CEGis;1300;1300;QR;1599;SYS;DI
AG122;CEGis;1300;1300;QR;1858;SYS;DI
KP074;CEGis;1300;1300;QR;911;SYS;DI
TK090;CEGis;1300;1300;QR;2154;SYS;DI
MJ077;CEGis;1300;1300;QR;1749;SYS;DI
MG082;CEGis;1300;1300;QR;732;SYS;DI
KP074;CEGis;1300;1300;QR;1278;SYS;DI
IK053;CEGis;1300;1300;QR;1404;SYS;DI
KP101;CEGis;1300;1300;QR;3339;SYS;DI
MR109;CEGis;1300;1300;QR;1849;SYS;DI
MM058;CEGis;1300;1300;QR;1589;SYS;DI
MJ077;CEGis;1300;1300;QR;1740;SYS;DI
DO084;CEGis;1300;1300;QR;1035;SYS;DI
MZ078;CEGis;1300;1300;QR;2789;SYS;DI
ND071;CEGis;1300;1300;QR;1960;SYS;DI
IK053;CEGis;1300;1300;QR;2335;SYS;DI
MR109;CEGis;1300;1300;QR;2313;SYS;DI
AW075;CEGis;1300;1300;QR;924;SYS;DI
NM095;CEGis;1800;1800;QR;2626;SYS;DI
GN042;CEGis;1800;1800;QR;6576;SYS;DI
AJ085;CEGis;1800;1800;QR;2904;SYS;DI
MG082;CEGis;1800;1800;QR;1868;SYS;DI
MZ078;CEGis;1800;1800;QR;1391;SYS;DI
WS113;CEGis;1800;1800;QR;2240;SYS;DI
AS099;CEGis;1800;1800;QR;1488;SYS;DI
PM106;CEGis;1800;1800;QR;1596;SYS;DI
KP104;CEGis;1800;1800;QR;1867;SYS;DI
MG097;CEGis;1800;1800;QR;2434;SYS;DI
MK081;CEGis;1800;1800;QR;1865;SYS;DI
MK081;CEGis;1800;1800;QR;2493;SYS;DI
DK061;CEGis;1800;1800;QR;2339;SYS;DI
AG122;CEGis;1800;1800;QR;2238;SYS;DI
MR109;CEGis;1800;1800;QR;2319;SYS;DI
SM118;CEGis;1800;1800;QR;1944;SYS;DI
KS119;CEGis;1800;1800;QR;1273;SYS;DI
AG080;CEGis;1800;1800;QR;1589;SYS;DI
AG126;CEGis;1800;1800;QR;2795;SYS;DI
DDR103;CEGis;1800;1800;QR;2803;SYS;DI
DO084;CEGis;1800;1800;QR;1865;SYS;DI
KM066;CEGis;1800;1800;QR;2130;SYS;DI
DK117;CEGis;1800;1800;QR;3149;SYS;DI
DDR103;CEGis;1800;1800;QR;2496;SYS;DI
DDR103;CEGis;1800;1800;QR;1490;SYS;DI
MF088;CEGis;2300;2300;QR;5031;SYS;DI
MK081;CEGis;2300;2300;QR;2134;SYS;DI
SM045;CEGis;2300;2300;QR;3621;SYS;DI
AP089;CEGis;2300;2300;QR;2704;SYS;DI
OB120;CEGis;2300;2300;QR;1862;SYS;DI
DO084;CEGis;2300;2300;QR;2432;SYS;DI
RP125;CEGis;2300;2300;QR;2695;SYS;DI
MR109;CEGis;2300;2300;QR;2593;SYS;DI
JK076;CEGis;2300;2300;QR;2242;SYS;DI
MM110;CEGis;2300;2300;QR;3633;SYS;DI
DDR103;CEGis;2300;2300;QR;3536;SYS;DI
KK105;CEGis;2300;2300;QR;2708;SYS;DI
MD087;CEGis;2300;2300;QR;2797;SYS;DI
AS099;CEGis;2300;2300;QR;2979;SYS;DI
KK105;CEGis;2300;2300;QR;3336;SYS;DI
DK061;CEGis;2300;2300;QR;2339;SYS;DI
AB123;CEGis;2300;2300;QR;5754;SYS;DI
MF088;CEGis;2300;2300;QR;3085;SYS;DI
AG080;CEGis;2300;2300;QR;1954;SYS;DI
ZP079;CEGis;2300;2300;QR;3411;SYS;DI
AC108;CEGis;2300;2300;QR;1597;SYS;DI
DDR103;CEGis;2300;2300;QR;3083;SYS;DI
OB120;CEGis;2300;2300;QR;1858;SYS;DI
MM110;CEGis;2300;2300;QR;3530;SYS;DI
SM118;CEGis;2300;2300;QR;3081;SYS;DI
AS093;CEGis;2300;2300;QR;2897;SYS;DI
WS113;CEGis;2300;2300;QR;3402;SYS;DI
MM058;CEGis;2800;2800;QR;2706;SYS;DI
BG073;CEGis;2800;2800;QR;4013;SYS;DI
MG097;CEGis;2800;2800;QR;3146;SYS;DI
MJ077;CEGis;2800;2800;QR;3087;SYS;DI
MG082;CEGis;2800;2800;QR;2621;SYS;DI
MR109;CEGis;2800;2800;QR;2884;SYS;DI
RP125;CEGis;2800;2800;QR;2710;SYS;DI
AB123;CEGis;2800;2800;QR;8534;SYS;DI
SM045;CEGis;2800;2800;QR;3526;SYS;DI
SM045;CEGis;2800;2800;QR;3261;SYS;DI
KK098;CEGis;2800;2800;QR;3639;SYS;DI
MK081;CEGis;2800;2800;QR;3262;SYS;DI
AC108;CEGis;2800;2800;QR;2487;SYS;DI
MK081;CEGis;2800;2800;QR;2340;SYS;DI
EK086;CEGis;2800;2800;QR;2335;SYS;DI
KP074;CEGis;2800;2800;QR;2244;SYS;DI
AJ085;CEGis;2800;2800;QR;2615;SYS;DI
DO084;CEGis;2800;2800;QR;1883;SYS;DI
AK070;CEGis;2800;2800;QR;2795;SYS;DI
KM066;CEGis;2800;2800;QR;3077;SYS;DI
MZ078;CEGis;2800;2800;QR;1783;SYS;DI
MK081;CEGis;2800;2800;QR;2501;SYS;DI
TR072;CEGis;2800;2800;QR;2801;SYS;DI
AJ085;CEGis;2800;2800;QR;2705;SYS;DI
KP101;CEGis;2800;2800;QR;2985;SYS;DI
DJ083;CEGis;2800;2800;QR;3552;SYS;DI
MR109;CEGis;2800;2800;QR;4073;SYS;DI
AC108;CEGis;2800;2800;QR;3259;SYS;DI
WS113;CEGis;2800;2800;QR;2340;SYS;DI
ED100;CEGis;2800;2800;QR;2771;SYS;DI
MJ077;CEG;1300;1300;QR;1600;SYS;DI
MF088;CEG;1300;1300;QR;3085;SYS;DI
AS093;CEG;1300;1300;QR;2142;SYS;DI
KP101;CEG;1300;1300;QR;3332;SYS;DI
GN042;CEG;1300;1300;QR;5565;SYS;DI
AC116;CEG;1300;1300;QR;3081;SYS;DI
DJ083;CEG;1300;1300;QR;1290;SYS;DI
DK061;CEG;1300;1300;QR;1693;SYS;DI
AK070;CEG;1300;1300;QR;1214;SYS;DI
ZP079;CEG;1300;1300;QR;2797;SYS;DI
AC108;CEG;1300;1300;QR;1682;SYS;DI
SM045;CEG;1300;1300;QR;1920;SYS;DI
KK105;CEG;1300;1300;QR;2131;SYS;DI
DJ083;CEG;1300;1300;QR;1609;SYS;DI
ND071;CEG;1300;1300;QR;1601;SYS;DI
SM118;CEG;1300;1300;QR;1208;SYS;DI
AG111;CEG;1300;1300;QR;1285;SYS;DI
MM096;CEG;1300;1300;QR;1746;SYS;DI
MR109;CEG;1300;1300;QR;2032;SYS;DI
MM096;CEG;1300;1300;QR;1683;SYS;DI
RP125;CEG;1300;1300;QR;717;SYS;DI
AS093;CEG;1300;1300;QR;2341;SYS;DI
DK061;CEG;1300;1300;QR;2432;SYS;DI
SM045;CEG;1300;1300;QR;2792;SYS;DI
MG097;CEG;1300;1300;QR;1857;SYS;DI
ED100;CEG;1300;1300;QR;1090;SYS;DI
AP089;CEG;1300;1300;QR;1289;SYS;DI
AP089;CEG;1300;1300;QR;1493;SYS;DI
IK053;CEG;1300;1300;QR;1285;SYS;DI
PC077;CEG;1300;1300;QR;2698;SYS;DI
MM096;CEG;1300;1300;QR;2034;SYS;DI
AK070;CEG;1300;1300;QR;1031;SYS;DI
MM096;CEG;1800;1800;QR;3633;SYS;DI
AW075;CEG;1800;1800;QR;2618;SYS;DI
ZP079;CEG;1800;1800;QR;2611;SYS;DI
DDR103;CEG;1800;1800;QR;1750;SYS;DI
AG122;CEG;1800;1800;QR;2270;SYS;DI
KM066;CEG;1800;1800;QR;2504;SYS;DI
MG082;CEG;1800;1800;QR;478;SYS;DI
JK076;CEG;1800;1800;QR;2244;SYS;DI
TR072;CEG;1800;1800;QR;1750;SYS;DI
AJ085;CEG;1800;1800;QR;2608;SYS;DI
KP104;CEG;1800;1800;QR;1681;SYS;DI
AP089;CEG;1800;1800;QR;2122;SYS;DI
MM110;CEG;1800;1800;QR;2895;SYS;DI
AG126;CEG;1800;1800;QR;1749;SYS;DI
DK117;CEG;1800;1800;QR;1751;SYS;DI
AS099;CEG;1800;1800;QR;3142;SYS;DI
MF088;CEG;1800;1800;QR;2248;SYS;DI
AS099;CEG;1800;1800;QR;3416;SYS;DI
DO084;CEG;1800;1800;QR;2256;SYS;DI
MF088;CEG;1800;1800;QR;3144;SYS;DI
JK076;CEG;1800;1800;QR;2243;SYS;DI
MM058;CEG;1800;1800;QR;2621;SYS;DI
ZP079;CEG;1800;1800;QR;2885;SYS;DI
MK081;CEG;1800;1800;QR;2037;SYS;DI
MF088;CEG;1800;1800;QR;3714;SYS;DI
TR072;CEG;1800;1800;QR;1963;SYS;DI
KK047;CEG;1800;1800;QR;2413;SYS;DI
DDR103;CEG;2300;2300;QR;2796;SYS;DI
MM058;CEG;2300;2300;QR;2620;SYS;DI
NM095;CEG;2300;2300;QR;3097;SYS;DI
PW112;CEG;2300;2300;QR;5018;SYS;DI
MF088;CEG;2300;2300;QR;5221;SYS;DI
AC108;CEG;2300;2300;QR;3338;SYS;DI
MD087;CEG;2300;2300;QR;2616;SYS;DI
AG122;CEG;2300;2300;QR;2424;SYS;DI
ZP079;CEG;2300;2300;QR;2128;SYS;DI
AB123;CEG;2300;2300;QR;5293;SYS;DI
EK086;CEG;2300;2300;QR;1964;SYS;DI
MF088;CEG;2300;2300;QR;3423;SYS;DI
DK061;CEG;2300;2300;QR;2986;SYS;DI
MK081;CEG;2300;2300;QR;2488;SYS;DI
MR109;CEG;2300;2300;QR;1929;SYS;DI
AJ085;CEG;2300;2300;QR;2715;SYS;DI
NM095;CEG;2300;2300;QR;2626;SYS;DI
DJ083;CEG;2300;2300;QR;3083;SYS;DI
GN042;CEG;2300;2300;QR;7416;SYS;DI
ZP079;CEG;2300;2300;QR;3635;SYS;DI
DO084;CEG;2300;2300;QR;2709;SYS;DI
MF088;CEG;2300;2300;QR;5489;SYS;DI
KM066;CEG;2300;2300;QR;2495;SYS;DI
KP101;CEG;2800;2800;QR;3268;SYS;DI
MZ078;CEG;2800;2800;QR;2139;SYS;DI
IK053;CEG;2800;2800;QR;2338;SYS;DI
KK098;CEG;2800;2800;QR;2700;SYS;DI
DK061;CEG;2800;2800;QR;4178;SYS;DI
AG080;CEG;2800;2800;QR;1690;SYS;DI
OB120;CEG;2800;2800;QR;1681;SYS;DI
AG080;CEG;2800;2800;QR;1865;SYS;DI
DK061;CEG;2800;2800;QR;5829;SYS;DI
KM066;CEG;2800;2800;QR;4010;SYS;DI
AJ085;CEG;2800;2800;QR;3799;SYS;DI
IP124;CEG;2800;2800;QR;3142;SYS;DI
MZ078;CEG;2800;2800;QR;1674;SYS;DI
KP104;CEG;2800;2800;QR;3144;SYS;DI
NM095;CEG;2800;2800;QR;2721;SYS;DI
AG122;CEG;2800;2800;QR;3411;SYS;DI
AK092;CEG;2800;2800;QR;2136;SYS;DI
MM058;CEG;2800;2800;QR;2982;SYS;DI
AG111;CEG;2800;2800;QR;2985;SYS;DI
KP101;CEG;2800;2800;QR;3808;SYS;DI
KP101;CEG;2800;2800;QR;3545;SYS;DI
MZ078;CEG;2800;2800;QR;1408;SYS;DI
KK098;CEG;2800;2800;QR;2490;SYS;DI
AC116;CEG;2800;2800;QR;2236;SYS;DI
TR072;CEG;2800;2800;QR;2433;SYS;DI
MR109;CEG;2800;2800;QR;3134;SYS;DI
KK047;CEG;2800;2800;QR;2702;SYS;DI
MM110;CEG;2800;2800;QR;3908;SYS;DI
ND071;CEG;2800;2800;QR;3265;SYS;DI
DO084;CEG;2800;2800;QR;2136;SYS;DI
WS113;CEG;2800;2800;QR;3139;SYS;DI
AS099;CEG;2800;2800;QR;3521;SYS;DI
RP125;CEG;2800;2800;QR;2623;SYS;DI
MM096;CEG;2800;2800;QR;3633;SYS;DI
MM110;CEG;2800;2800;QR;4534;SYS;DI
AW075;CEG;2800;2800;QR;2243;SYS;DI
KK047;CEG;2800;2800;QR;2611;SYS;DI
AC108;CEsG;1300;1300;QR;1404;SYS;DI
AC116;CEsG;1300;1300;QR;4838;SYS;DI
ED100;CEsG;1300;1300;QR;1268;SYS;DI
IK053;CEsG;1300;1300;QR;1684;SYS;DI
SM045;CEsG;1300;1300;QR;1480;SYS;DI
KG067;CEsG;1300;1300;QR;1689;SYS;DI
MK081;CEsG;1300;1300;QR;1685;SYS;DI
AG111;CEsG;1300;1300;QR;2228;SYS;DI
DK117;CEsG;1300;1300;QR;1959;SYS;DI
AP089;CEsG;1300;1300;QR;1220;SYS;DI
MZ078;CEsG;1300;1300;QR;720;SYS;DI
AC116;CEsG;1300;1300;QR;5099;SYS;DI
MD087;CEsG;1300;1300;QR;2038;SYS;DI
MD087;CEsG;1300;1300;QR;2802;SYS;DI
AG080;CEsG;1300;1300;QR;1400;SYS;DI
PP102;CEsG;1300;1300;QR;718;SYS;DI
EK086;CEsG;1300;1300;QR;1497;SYS;DI
ND071;CEsG;1300;1300;QR;1956;SYS;DI
AG111;CEsG;1300;1300;QR;1854;SYS;DI
IK053;CEsG;1300;1300;QR;2625;SYS;DI
AB107;CEsG;1300;1300;QR;1686;SYS;DI
AB123;CEsG;1300;1300;QR;5217;SYS;DI
KP074;CEsG;1300;1300;QR;1285;SYS;DI
EK086;CEsG;1300;1300;QR;2255;SYS;DI
RP125;CEsG;1300;1300;QR;1688;SYS;DI
WS113;CEsG;1800;1800;QR;3331;SYS;DI
PC077;CEsG;1800;1800;QR;2242;SYS;DI
IK053;CEsG;1800;1800;QR;1857;SYS;DI
SM045;CEsG;1800;1800;QR;2038;SYS;DI
MR109;CEsG;1800;1800;QR;2782;SYS;DI
KP101;CEsG;1800;1800;QR;4622;SYS;DI
KS119;CEsG;1800;1800;QR;1791;SYS;DI
DJ083;CEsG;1800;1800;QR;1598;SYS;DI
TR072;CEsG;1800;1800;QR;2425;SYS;DI
MG097;CEsG;1800;1800;QR;1855;SYS;DI
AB107;CEsG;1800;1800;QR;1491;SYS;DI
IK053;CEsG;1800;1800;QR;3413;SYS;DI
ND071;CEsG;1800;1800;QR;1866;SYS;DI
AC116;CEsG;1800;1800;QR;3078;SYS;DI
SM045;CEsG;1800;1800;QR;2329;SYS;DI
KK098;CEsG;1800;1800;QR;2135;SYS;DI
JK076;CEsG;1800;1800;QR;2246;SYS;DI
BG073;CEsG;1800;1800;QR;2498;SYS;DI
MD087;CEsG;1800;1800;QR;2341;SYS;DI
AJ085;CEsG;1800;1800;QR;2342;SYS;DI
MK081;CEsG;1800;1800;QR;1954;SYS;DI
OB120;CEsG;1800;1800;QR;1859;SYS;DI
AP089;CEsG;1800;1800;QR;2250;SYS;DI
DK117;CEsG;1800;1800;QR;3135;SYS;DI
MD087;CEsG;1800;1800;QR;3641;SYS;DI
MD087;CEsG;1800;1800;QR;2990;SYS;DI
AG126;CEsG;1800;1800;QR;1862;SYS;DI
GN042;CEsG;1800;1800;QR;2970;SYS;DI
KP074;CEsG;1800;1800;QR;1742;SYS;DI
AG111;CEsG;1800;1800;QR;2238;SYS;DI
KK098;CEsG;1800;1800;QR;1500;SYS;DI
AK070;CEsG;1800;1800;QR;2125;SYS;DI
AC108;CEsG;1800;1800;QR;2240;SYS;DI
SM045;CEsG;1800;1800;QR;1742;SYS;DI
DDR103;CEsG;2300;2300;QR;2245;SYS;DI
DO084;CEsG;2300;2300;QR;3631;SYS;DI
AC108;CEsG;2300;2300;QR;2986;SYS;DI
TR072;CEsG;2300;2300;QR;1957;SYS;DI
KM066;CEsG;2300;2300;QR;2704;SYS;DI
AK070;CEsG;2300;2300;QR;2619;SYS;DI
KM066;CEsG;2300;2300;QR;2499;SYS;DI
AK092;CEsG;2300;2300;QR;2128;SYS;DI
AP089;CEsG;2300;2300;QR;2432;SYS;DI
ND071;CEsG;2300;2300;QR;3268;SYS;DI
DK061;CEsG;2300;2300;QR;2706;SYS;DI
MF088;CEsG;2300;2300;QR;3139;SYS;DI
AJ085;CEsG;2300;2300;QR;3332;SYS;DI
GN042;CEsG;2300;2300;QR;4521;SYS;DI
MD087;CEsG;2300;2300;QR;2626;SYS;DI
ED100;CEsG;2300;2300;QR;2229;SYS;DI
AJ085;CEsG;2300;2300;QR;2708;SYS;DI
IK053;CEsG;2300;2300;QR;2989;SYS;DI
KG067;CEsG;2300;2300;QR;2497;SYS;DI
RP125;CEsG;2300;2300;QR;2121;SYS;DI
IP124;CEsG;2300;2300;QR;2499;SYS;DI
MM096;CEsG;2300;2300;QR;3330;SYS;DI
MJ077;CEsG;2300;2300;QR;2435;SYS;DI
DK117;CEsG;2300;2300;QR;2985;SYS;DI
AK092;CEsG;2300;2300;QR;1692;SYS;DI
SM118;CEsG;2300;2300;QR;2981;SYS;DI
KP101;CEsG;2300;2300;QR;4013;SYS;DI
MF088;CEsG;2300;2300;QR;2498;SYS;DI
RP125;CEsG;2300;2300;QR;1959;SYS;DI
AP089;CEsG;2300;2300;QR;2133;SYS;DI
PM106;CEsG;2800;2800;QR;2499;SYS;DI
ND071;CEsG;2800;2800;QR;2977;SYS;DI
KP104;CEsG;2800;2800;QR;2492;SYS;DI
MG082;CEsG;2800;2800;QR;3082;SYS;DI
AS099;CEsG;2800;2800;QR;4835;SYS;DI
TR072;CEsG;2800;2800;QR;3140;SYS;DI
WS113;CEsG;2800;2800;QR;2795;SYS;DI
AB121;CEsG;2800;2800;QR;2887;SYS;DI
OB120;CEsG;2800;2800;QR;2702;SYS;DI
MK081;CEsG;2800;2800;QR;2796;SYS;DI
PC077;CEsG;2800;2800;QR;2887;SYS;DI
KK098;CEsG;2800;2800;QR;2987;SYS;DI
AB107;CEsG;2800;2800;QR;2343;SYS;DI
DK061;CEsG;2800;2800;QR;2613;SYS;DI
SM045;CEsG;2800;2800;QR;3717;SYS;DI
DDR103;CEsG;2800;2800;QR;3267;SYS;DI
AS099;CEsG;2800;2800;QR;3334;SYS;DI
PC077;CEsG;2800;2800;QR;3075;SYS;DI
KK098;CEsG;2800;2800;QR;3143;SYS;DI
DK061;CEsG;2800;2800;QR;2616;SYS;DI
PW112;CEsG;2800;2800;QR;4447;SYS;DI
AG111;CEsG;2800;2800;QR;2878;SYS;DI
MG082;CEsG;2800;2800;QR;2898;SYS;DI
MM110;CEsG;2800;2800;QR;3541;SYS;DI
MK081;CEsG;2800;2800;QR;3339;SYS;DI
BG073;CEsG;2800;2800;QR;3082;SYS;DI
AJ085;CEsG;2800;2800;QR;3336;SYS;DI
KP074;CEsG;2800;2800;QR;2980;SYS;DI
MJ077;CEsG;2800;2800;QR;2698;SYS;DI
AJ085;CEsG;2800;2800;QR;3155;SYS;DI
AW075;CEsG;2800;2800;QR;2245;SYS;DI
WS113;CEsG;2800;2800;QR;3814;SYS;DI
AK092;CEsG;2800;2800;QR;2803;SYS;DI
AS099;CEsG;2800;2800;QR;4074;SYS;DI
MG082;CEsG;2800;2800;QR;2709;SYS;DI
AB121;CEGis;1300;1300;RS;1486;DI;SYS
MM096;CEGis;1300;1300;RS;3076;DI;SYS
MZ078;CEGis;1300;1300;RS;1683;DI;SYS
AJ085;CEGis;1300;1300;RS;2250;DI;SYS
EK086;CEGis;1300;1300;RS;2434;DI;SYS
AP089;CEGis;1300;1300;RS;2424;DI;SYS
DDR103;CEGis;1300;1300;RS;2124;DI;SYS
PC077;CEGis;1300;1300;RS;2133;DI;SYS
AG126;CEGis;1300;1300;RS;1488;DI;SYS
BG073;CEGis;1300;1300;RS;2336;DI;SYS
AG122;CEGis;1300;1300;RS;1864;DI;SYS
EK086;CEGis;1300;1300;RS;1614;DI;SYS
AW075;CEGis;1300;1300;RS;1398;DI;SYS
AJ085;CEGis;1300;1300;RS;1748;DI;SYS
AC116;CEGis;1300;1300;RS;3912;DI;SYS
AJ085;CEGis;1300;1300;RS;1599;DI;SYS
KK098;CEGis;1300;1300;RS;1592;DI;SYS
MM058;CEGis;1300;1300;RS;1284;DI;SYS
MF088;CEGis;1300;1300;RS;1690;DI;SYS
MG097;CEGis;1300;1300;RS;1683;DI;SYS
PM106;CEGis;1300;1300;RS;1863;DI;SYS
MR109;CEGis;1300;1300;RS;1842;DI;SYS
MZ078;CEGis;1300;1300;RS;1962;DI;SYS
DO084;CEGis;1300;1300;RS;2251;DI;SYS
MD087;CEGis;1300;1300;RS;1744;DI;SYS
AG111;CEGis;1800;1800;RS;2329;DI;SYS
JK076;CEGis;1800;1800;RS;2244;DI;SYS
MM058;CEGis;1800;1800;RS;2246;DI;SYS
BG073;CEGis;1800;1800;RS;2805;DI;SYS
PW112;CEGis;1800;1800;RS;4449;DI;SYS
DDR103;CEGis;1800;1800;RS;3136;DI;SYS
MM096;CEGis;1800;1800;RS;2247;DI;SYS
KM066;CEGis;1800;1800;RS;2137;DI;SYS
OB120;CEGis;1800;1800;RS;1400;DI;SYS
KP101;CEGis;1800;1800;RS;3536;DI;SYS
SM118;CEGis;1800;1800;RS;2428;DI;SYS
AB107;CEGis;1800;1800;RS;2709;DI;SYS
MK081;CEGis;1800;1800;RS;2611;DI;SYS
